"username","tweet_id","text","url","replies","likes","retweets"
"@_loeydarling","1713447750728315092","Kecewa sama @McDonalds @McDonalds_ID malah ngasih makanan ke Israel padahal jelas2 Israel jahattt 😥
#BoycottMcDonalds","https://twitter.com/_loeydarling/status/1713447750728315092","0","0","0"
"@ADelfiroza","1713444211394261491","Buat aku no dech berlumuran darah syahid nya org2 palestina penyokong utama teroris Israel...
#BoycottMcDonalds","https://twitter.com/ADelfiroza/status/1713444211394261491","0","0","0"
"@Agrung","1713429465387413554","#BoycottMcDonalds mereka support para zionis pembunuh","https://twitter.com/Agrung/status/1713429465387413554","0","6","0"
"@bethorokollo","1713427906725315062","Saatnya waralaba lokal berjaya
#BoycottMcDonalds","https://twitter.com/bethorokollo/status/1713427906725315062","0","0","0"
"@bethorokollo","1713420855865385209","Ayam geprek lokal gak kalah enak
#BoycottMcDonalds","https://twitter.com/bethorokollo/status/1713420855865385209","0","0","0"
"@chocolad999","1713419474294956269","Aag lagi basti mein, memna apni masti mein
#BoycottMcDonalds","https://twitter.com/chocolad999/status/1713419474294956269","0","0","0"
"@hiraakram2307","1713292939219312748","Shame on You McDonald's
#BoycottMcDonalds 
Jhoot ki intaha daikho yh zara koi sahib e aqal btye ga k in ki franchise lyny ka kia process h?
Wo to Pakistan sy lyny ka koi process nai h to phr ap yh ksy kh skty k Pakistan sy hmra koi link ni h .","https://twitter.com/hiraakram2307/status/1713292939219312748","0","0","0"
"@AbdulAzis544162","1713179526673670237","Bangkrutkan USA...
#BoycottMcDonalds
#BoycottMcDonalds","https://twitter.com/AbdulAzis544162/status/1713179526673670237","0","0","0"
"@CYsmne","1713178530782007611","Kok podo cin? #BoycottMcDonalds","https://twitter.com/CYsmne/status/1713178530782007611","1","1","0"
"@rifkyvettel7","1713161536280338710","Di mulai dari kita
Di mulai dari sekarang.
#BoycottMcDonalds","https://twitter.com/rifkyvettel7/status/1713161536280338710","2","20","7"
"@nerameliana","1713144977428205911","anjirrrrrrr mcd kecewa @McDonalds @McDonalds_ID #BoycottMcDonalds","https://twitter.com/nerameliana/status/1713144977428205911","0","1","0"
"@milhandsome","1713138391074979960","padahal baru semalem gw makan mekdi eh pas buka twitter tagar #BoycottMcDonalds rame bener","https://twitter.com/milhandsome/status/1713138391074979960","0","0","0"
"@DanuRA22","1713131193796006355","Entahlah apa yang mereka pikirkan.

#BoycottMcDonald
#BoycottMcDonalds","https://twitter.com/DanuRA22/status/1713131193796006355","0","0","0"
"@abdy1007am","1713122660371321226","#BoycottMcDonalds  kalau memang MD terbukti benar menyuplai makanan ke tentara israel ! 
lagian pastfood yg bisa bikin penyakit.","https://twitter.com/abdy1007am/status/1713122660371321226","0","0","0"
"@WorldWakeUp","1713107645505409517","Momen emas untuk umat Muslim di seluruh dunia dengan memboikot: McDonald's!

Terbukti di Israel dengan membagi2kan makanan gratis untuk tentara Zionis.

#FreePalestine #BoycottMcDonalds #GazaGenocide","https://twitter.com/WorldWakeUp/status/1713107645505409517","0","0","0"
"@Musramidal67","1713080706036064606","Yahudi laknatullah.
#IsraelTerroris
#BoycottMcDonalds","https://twitter.com/Musramidal67/status/1713080706036064606","0","3","1"
"@Bhat__jibran","1713038146328481817","Kashmir mai hai koi McDonald's?
#BoycottMcDonalds","https://twitter.com/Bhat__jibran/status/1713038146328481817","0","1","0"
"@NararyaAprodith","1712963926563094696","Tamu ayahnya mau disuguhin martabak telor...🤔
#BoycottMcDonalds
#BoycottMcDonalds","https://twitter.com/NararyaAprodith/status/1712963926563094696","1","1","0"
"@ramaArsy1","1712961568382878008","Editan laah... 😁

#BoycottMcDonalds asli","https://twitter.com/ramaArsy1/status/1712961568382878008","0","0","0"
"@FitraYouse","1712872560130670830","bisa juga bukan kacang lupa kulit🤔
monyet lupa kulit kacang misalnya🙏
#BoycottMcDonalds
#BoycottMcDonald","https://twitter.com/FitraYouse/status/1712872560130670830","0","1","0"
"@NiNiNu_Brainy5","1712768185156641098","Seumur2 ane gak pernah mau masuk n makan masakan dll buatan McDonald's mendingan pilih
#BoycottMcDonalds","https://twitter.com/NiNiNu_Brainy5/status/1712768185156641098","1","5","2"
"@engrmalakkashif","1712765527645634663","Islamabad,  Peshawar,  Lahore, Karachi, Quetta our bqii jaha jaha #McDonalds ha un logo kelay khas our aam Pakistanio kelay aam imtehan ka waqt howa chahta ha, pta lagega ketne dino ma @McDonalds #Pakistan ma closed hojata ha. Pakistanio atna tu krlo
#BoycottMcDonalds","https://twitter.com/engrmalakkashif/status/1712765527645634663","0","0","0"
"@NiNiNu_Brainy5","1712749677182177349","Ane gak pernah belanja di tempat itu dsj milik zionis
#BoycottMcDonalds
#BoycottMcDonalds","https://twitter.com/NiNiNu_Brainy5/status/1712749677182177349","0","0","0"
"@doikyouboss","1712736304805576942","Ik pak  #BoycottMcDonalds","https://twitter.com/doikyouboss/status/1712736304805576942","0","0","0"
"@BK_Jadoon","1712735818169655302","Mere pyari Pak fouj , Islam k muhawizo, tum log g jaan sa sharifo k talway chato, nawaz ka istiqbal ki tayariya kro, apna plots bachao, waha hamra Palestine bahen bahi mare ja rhe hai, Tum abna Bomb baith k chupo 

#BoycottMcDonalds #FreeGaza #IsraelPalestineConflict #PakArmy","https://twitter.com/BK_Jadoon/status/1712735818169655302","0","0","0"
"@Fahr_Razi","1712724789453009169","Saya sebagai konsumen yang sering membeli produk @McDonalds , sangat menyayangkan langkah tsb. You should give free meal to starving people in Gaza too...Start #BoycottMacdonalds , #BoycottMcDonalds","https://twitter.com/Fahr_Razi/status/1712724789453009169","0","3","3"
"@Alichanna_0007","1712721792949731652","Bantu lambungkan tagar ini
👇
#BoycottMcDonalds
❤️🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤
❤️❤️🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤
❤️❤️❤️🖤🖤🖤🖤🖤🖤🖤🖤🖤
❤️❤️❤️❤️🤍🤍🤍🤍🤍🤍🤍🤍
❤️❤️❤️❤️❤🤍🤍🤍🤍🤍🤍🤍
❤️❤️❤️❤️🤍🤍🤍🤍🤍🤍🤍🤍
❤️❤️❤️💚💚💚💚💚💚💚💚💚
❤️❤️💚💚💚💚💚💚💚💚💚💚
❤️💚💚💚💚💚💚💚💚💚💚💚","https://twitter.com/Alichanna_0007/status/1712721792949731652","0","0","0"
"@aadil_77","1712718875455078736","Ban McDonald in Pakistan #BoycottMcDonalds","https://twitter.com/aadil_77/status/1712718875455078736","0","1","1"
"@AgroFishLombok","1712716730941005971","Lebih baik makan ayam taliwang drpd makan mcd
#BoycottMcDonalds","https://twitter.com/AgroFishLombok/status/1712716730941005971","0","1","1"
"@ucing_reborn","1712708675155202452","Gaaaaaaaaaz...
#BoycottMcDonalds
#BoycottMcDonalds 

Pa kbar om @vanc1Bozz and om @akuntwiter968?
*treyag pke towa mesjid coz om2koh pzti biz Shalat Jumat","https://twitter.com/ucing_reborn/status/1712708675155202452","1","3","1"
"@aquariuzta","1712683806778597669","#BoycottMcDonalds 

Tagarnya ketinggalan","https://twitter.com/aquariuzta/status/1712683806778597669","0","1","1"
"@nancym284","1499757757397979142","755 McDonald's in Russia;  21 in Belarus.
#BoycottMcDonalds","https://twitter.com/nancym284/status/1499757757397979142","0","0","0"
"@abadmichaelb","1275765054701334530","Tang ina @McDo_PH #boycottmcdonalds","https://twitter.com/abadmichaelb/status/1275765054701334530","0","0","0"
"@AliHass94480469","1165189666666102785","Chalo sari zindge haram khana wala indian na kuch saal halal to khia kuch
#BoycottMcDonalds","https://twitter.com/AliHass94480469/status/1165189666666102785","0","0","0"
"@AjayKha37156218","1165187269478584320","HALAL McD..#BoycottMcDonalds","https://twitter.com/AjayKha37156218/status/1165187269478584320","0","0","0"
"@femdomlover73","1165137645351133184","😂😂😂Hindus eating halal gow mata.. #BoycottMcDonalds","https://twitter.com/femdomlover73/status/1165137645351133184","0","0","0"
"@Ayoob79136395","1165125249635115008","india me McDonald's nahi hona chaye wahan pe #urine Donald's hona chahye #BoycottMcDonalds","https://twitter.com/Ayoob79136395/status/1165125249635115008","0","0","0"
"@socialpretend","1165067873800179712","Halal To theek hai lekin ye happy meal kyun band kar diya ??? #BoycottMcDonalds","https://twitter.com/socialpretend/status/1165067873800179712","0","0","0"
"@manshadjanjua","1165043137582129153","Ya indian muslims k liy sochny ka wkt ha #BoycottMcDonalds","https://twitter.com/manshadjanjua/status/1165043137582129153","0","1","0"
"@dillruba07","1165029462779584512","Jo Haram zaday hn unk ly Haram #food h r Jo halal k hn un k ly #halal food h😜 Haram zaadon ko #Halal food hazam Ni hoti✌❤❤🇵🇰
#BoycottMcDonalds","https://twitter.com/dillruba07/status/1165029462779584512","0","4","0"
"@IamBilal_sdk","1165014287921897472","Mai toh sirf Ice cream khanay jata hon MacDonald pay..
Too kya mai bhi #BoycottMcDonalds kr dn ?🙄🙄","https://twitter.com/IamBilal_sdk/status/1165014287921897472","0","1","0"
"@pkarmy32","1165010648020987908","Is @PizzaHutIN halal in India? #BoycottMcDonalds","https://twitter.com/pkarmy32/status/1165010648020987908","2","0","0"
"@pkarmy32","1165008789994708992","Is KFC halal in India? @kfc #boycottMcDonalds #BoycottMcDonalds","https://twitter.com/pkarmy32/status/1165008789994708992","0","0","0"
"@WqasSalem","1165006956265967627","#BoycottMcDonalds
Islam phobia at its peak.
buzdil qoum.","https://twitter.com/WqasSalem/status/1165006956265967627","0","0","0"
"@politicsmemer","1165005252782768134","Pehle #boycottzomato aur ab #BoycottMcDonalds
Bc tum logo ko religions se dikkat hai ya khane se?","https://twitter.com/politicsmemer/status/1165005252782768134","3","12","0"
"@Ganeshmajumda19","1165004521447100416","Nikal laude pehli fursat me nikal #BoycottMcDonalds","https://twitter.com/Ganeshmajumda19/status/1165004521447100416","1","0","0"
"@VeerSenapati","1164999834224361472","#BanHalal in India or we #BoycottMcDonalds #BoycottMcDonaldsHALAL","https://twitter.com/VeerSenapati/status/1164999834224361472","0","0","0"
"@qaisarnazeer123","1164994237768900608","Chutya han #indiots #BoycottMcDonalds #KashmirProtests #ModiHitlerInFrance","https://twitter.com/qaisarnazeer123/status/1164994237768900608","0","1","0"
"@_inscrutable__","1164983552783425537","Agar economy ka yahi haal reha to na Mcdonald india mein rehega or na halal haraam hoga..... What a masterstroke by the government 👏👏👏
#boycottmcdonalds
#ModiHaiToMandiHai
#EconomyGoneBJPMaun","https://twitter.com/_inscrutable__/status/1164983552783425537","0","1","1"
"@jayd2829","1164978060082524161","Ja ke guss ma bhai uske ghar me or khila halal vala khana sab mullo ko #boycottmcdonalds itni hi allah ki padi hai to khate hi kiyo हो ap log meat.","https://twitter.com/jayd2829/status/1164978060082524161","0","0","0"
"@Mahi25607737","1164962685139730433","Zulm bhi khud krty hn n koi zulm k khilaf awaz b na uthae koi insaniyat b baki ha k nhe,19 di ho gy karfu ko na khana ha na medicines kesa guzara kr rhy hn gy kashmir k log Modi tm na b marna ha or badtareeb maut maro gy tm #boycottmcdonalds #ModiKillingKashmiris #KashmirProtests","https://twitter.com/Mahi25607737/status/1164962685139730433","0","0","0"
"@Mahi25607737","1164961228130783233","Agr indian media ya jhota dawa kr rha ha k terrorist enter hua hn then i pray k kashmir ma Talban enter ho jae jae js zulm pr ab tk kuch nhe ho ska 19 din ho gy karfu ko kash k Talban in hawano ko kashmir ma ghus kr mary  #boycottmcdonalds #KashmirProtests","https://twitter.com/Mahi25607737/status/1164961228130783233","0","0","0"
"@sanjayduggal2","1164955872482619395","#BoycottMcDonalds #boycottzomato bc thele ka burger kha lenge , ghar pe kachi pakki roti kha lenge...","https://twitter.com/sanjayduggal2/status/1164955872482619395","0","0","0"
"@141vikash","1164950524799545344","BC ye restaurant kam or madarsa jyada ho gya h, gazab ki bakchodi h. Business kr rha h ya ter*or k liye funding jama kr rha h, mcD n zomato go back.... #BoycottMcDonalds #boycottzomato","https://twitter.com/141vikash/status/1164950524799545344","0","0","0"
"@ambujvagrant","1164947867309465600","bahut kama liye India se ...ab nikal lo..#BoycottMcDonalds","https://twitter.com/ambujvagrant/status/1164947867309465600","0","0","0"
"@danishumair30","1164941242238717957","Munafqat khul k samny a gai...abhi kuch time pehly barhkyn mar rhy thy hindu k hum musalmano k sath pyar se mil jul k rehty hy or ab halal gosht nhi brdasht huey #boycottmcdonalds","https://twitter.com/danishumair30/status/1164941242238717957","0","0","0"
"@MandaviGupta7","1164931761815506944","#boycottmcdonalds 
Phir se ek naya drama shuru krdia logon ne. Itna unemployment... desh sankat mein hai. Trending krna hai to #AmazonFires ko karo .. asli samasya yeh hai.. our planet is suffering..","https://twitter.com/MandaviGupta7/status/1164931761815506944","0","0","0"
"@banarasidimaag","1164927755433070594","@mcdonaldsindia @McDonalds @ZomatoIN @Zomato Balidan Dena hoga !!
#boycottmcdonalds","https://twitter.com/banarasidimaag/status/1164927755433070594","0","1","0"
"@Chowdhuryaviji2","1164927581470093313","Balochistan Mange AZADI ✊
 #boycottmcdonalds","https://twitter.com/Chowdhuryaviji2/status/1164927581470093313","0","3","1"
"@bilva_chhada","1164920968080269312","Ye beta tumne galti kar di #BoycottMcDonalds","https://twitter.com/bilva_chhada/status/1164920968080269312","0","1","0"
"@ToooOpinionated","1164919867637735424","#BoycottMcDonalds to thik hai, par kal ko #BoycottKFC mat kehna yar!","https://twitter.com/ToooOpinionated/status/1164919867637735424","0","0","0"
"@srkattimani04","1164909663281770496","#boycottmcdonalds no to halal","https://twitter.com/srkattimani04/status/1164909663281770496","0","0","0"
"@Ankur__Upreti","1164890382909394944","Ek bhi banda jo ise trend kar rha h mujhe ye batado ki Halal certificate ka mtlb jaante ho?
Halal certificate tells that a particular food item is permissible to eat by Muslims. Ab hum Hindus ka agar esa koi certificate nhi h to isme McD ki kya glti h?
Don't #BoycottMcDonalds","https://twitter.com/Ankur__Upreti/status/1164890382909394944","0","1","0"
"@DiixiitG","1164886057332031488","Halal ho ya jhatka I don't like meat ulti aati h.. so #boycottMeat #BoycottMcDonaldsHALAL #boycottmcdonalds","https://twitter.com/DiixiitG/status/1164886057332031488","0","2","0"
"@KunalJoshi1221","1164868161105096704","#BoycottMcDonalds f..k of yuu","https://twitter.com/KunalJoshi1221/status/1164868161105096704","0","1","1"
"@bhot_hard_","1164865923754233856","Le McDonald-
Apun ko ni pta, apun ko bus G@@n marwani thi Tweet krk....
#McDonalds
#boycottmcdonalds","https://twitter.com/bhot_hard_/status/1164865923754233856","0","0","0"
"@MumGuy98","1164865818628251648","Fir bi kaun khata hai Mc Donalds se 😛😛 #BoycottMcDonalds","https://twitter.com/MumGuy98/status/1164865818628251648","0","0","0"
